style_id,gender,brand,style_name,color,description,material_&_care,article_type,fabric,fit,neck,pattern,type,length,country_of_origin,waist_rise,wash_care,sleeve_length,image,price,quantity
4929149,Men,Roadster,Roadster Men Grey Solid Bomber,Grey,"Grey solid bomber, has a mock collar, three pockets, zip closure, long sleeves, straight hem, polyester lining",Polyester<br> Machine-wash,Jackets,Polyester,,,Solid,Bomber,Regular,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/4929149/2018/8/10/25cb4990-4756-4f89-9001-63682f27e8d21533883326530-Roadster-Men-Jackets-3571533883325195-1.jpg,http://myntra.myntassets.com/assets/images/4929149/2018/8/10/f98d3d0c-06d7-4d2d-9230-ab3f9adc06c51533883326509-Roadster-Men-Jackets-3571533883325195-2.jpg,http://assets.myntassets.com/assets/images/4929149/2018/8/10/25cb4990-4756-4f89-9001-63682f27e8d21533883326530-Roadster-Men-Jackets-3571533883325195-1.jpg,http://myntra.myntassets.com/assets/images/4929149/2018/8/10/f98d3d0c-06d7-4d2d-9230-ab3f9adc06c51533883326509-Roadster-Men-Jackets-3571533883325195-2.jpg,http://assets.myntassets.com/assets/images/4929149/2018/8/10/25cb4990-4756-4f89-9001-63682f27e8d21533883326530-Roadster-Men-Jackets-3571533883325195-1.jpg,http://assets.myntassets.com/assets/images/4929149/2018/8/10/f98d3d0c-06d7-4d2d-9230-ab3f9adc06c51533883326509-Roadster-Men-Jackets-3571533883325195-2.jpg,http://assets.myntassets.com/assets/images/4929149/2018/8/10/d475b4d0-21f7-4246-b95d-065b99b1714d1533883326491-Roadster-Men-Jackets-3571533883325195-3.jpg,http://assets.myntassets.com/assets/images/4929149/2018/8/10/448cc9bf-5af6-40c3-97ee-3b68dee1268c1533883326458-Roadster-Men-Jackets-3571533883325195-5.jpg,http://assets.myntassets.com/assets/images/4929149/2018/8/10/8287953e-5467-44df-ae3e-0cd8b21a95911533883326471-Roadster-Men-Jackets-3571533883325195-4.jpg",1550.592,9
12934514,Men,Mast & Harbour,Mast  Harbour Men Navy Blue  White Regular Fit Checked Casual Shirt,Navy Blue,"Navy Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Material: 100% Cotton<br>Machine Wash,Shirts,Cotton,Regular Fit,,Checked,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/12934514/2020/12/17/7bbbede1-08b2-4d39-b424-3a6c65b9d4011608199683876-Mast--Harbour-Men-Shirts-5141608199681839-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12934514/2020/12/17/f1666814-f0cd-4ed2-8d9e-59a2fd52ca8f1608199683830-Mast--Harbour-Men-Shirts-5141608199681839-2.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/7bbbede1-08b2-4d39-b424-3a6c65b9d4011608199683876-Mast--Harbour-Men-Shirts-5141608199681839-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12934514/2020/12/17/f1666814-f0cd-4ed2-8d9e-59a2fd52ca8f1608199683830-Mast--Harbour-Men-Shirts-5141608199681839-2.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/7bbbede1-08b2-4d39-b424-3a6c65b9d4011608199683876-Mast--Harbour-Men-Shirts-5141608199681839-1.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/f1666814-f0cd-4ed2-8d9e-59a2fd52ca8f1608199683830-Mast--Harbour-Men-Shirts-5141608199681839-2.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/aaf114a3-2c58-4685-8935-e3fb1c8573201608199683790-Mast--Harbour-Men-Shirts-5141608199681839-3.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/00121519-6864-4964-9a01-4085683f5dd71608199683688-Mast--Harbour-Men-Shirts-5141608199681839-5.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/2b2f9861-e7c9-4c98-a9ae-5adb0f215c491608199683730-Mast--Harbour-Men-Shirts-5141608199681839-4.jpg,http://assets.myntassets.com/assets/images/12934514/2020/12/17/c6c650e1-e0d3-4c75-8788-5164c60bb4b91608199683643-Mast--Harbour-Men-Shirts-5141608199681839-6.jpg",1093.5200000000002,10
12533714,Women,Roadster,Roadster Women Pink Printed Detail Hooded Sweatshirt,Pink,"Pink printed detail sweatshirt, has a hood, long sleeves and straight hem","Material: 55% cotton, 45% polyester<br>Machine Wash",Sweatshirts,Cotton,,Hood,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/12533714/2020/11/3/42bbd1de-7873-4c58-a63c-b087da0a27d31604399247124-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12533714/2020/11/3/cc77cff1-dc3e-4082-8412-7c411da08ad11604399247073-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-2.jpg,http://assets.myntassets.com/assets/images/12533714/2020/11/3/42bbd1de-7873-4c58-a63c-b087da0a27d31604399247124-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12533714/2020/11/3/cc77cff1-dc3e-4082-8412-7c411da08ad11604399247073-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-2.jpg,http://assets.myntassets.com/assets/images/12533714/2020/11/3/42bbd1de-7873-4c58-a63c-b087da0a27d31604399247124-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-1.jpg,http://assets.myntassets.com/assets/images/12533714/2020/11/3/cc77cff1-dc3e-4082-8412-7c411da08ad11604399247073-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-2.jpg,http://assets.myntassets.com/assets/images/12533714/2020/11/3/16cff57d-cee4-4321-b99e-eef5794786f41604399247017-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-3.jpg,http://assets.myntassets.com/assets/images/12533714/2020/11/3/d1edb4f3-940b-4bc2-ab02-4382ae35856c1604399246905-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-5.jpg,http://assets.myntassets.com/assets/images/12533714/2020/11/3/fdcea441-39f9-406b-87c4-cb662c817d461604399246964-Roadster-Women-Pink-Solid-Hooded-Sweatshirt-8501604399245769-4.jpg",842.384,9
14169596,Men,HERE&NOW,HERENOW Men Navy Blue Slim Fit Printed Casual Shirt,Navy Blue,"Navy blue micro ditsy printed opaque Casual shirt ,has a mandarin collar,  button placket,  1 patch pocket, short roll-up sleeves,  curved hem",100% cotton<br>Machine wash,Shirts,Cotton,Slim Fit,,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/14169596/2021/6/19/2d4f16f0-f50b-4276-b9d0-7041fb43584e1624100037463-HERENOW-Men-Shirts-6631624100036752-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14169596/2021/6/19/68ae27ed-befa-410a-96aa-eb198e4f990e1624100037443-HERENOW-Men-Shirts-6631624100036752-2.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/2d4f16f0-f50b-4276-b9d0-7041fb43584e1624100037463-HERENOW-Men-Shirts-6631624100036752-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14169596/2021/6/19/68ae27ed-befa-410a-96aa-eb198e4f990e1624100037443-HERENOW-Men-Shirts-6631624100036752-2.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/2d4f16f0-f50b-4276-b9d0-7041fb43584e1624100037463-HERENOW-Men-Shirts-6631624100036752-1.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/68ae27ed-befa-410a-96aa-eb198e4f990e1624100037443-HERENOW-Men-Shirts-6631624100036752-2.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/886dd625-8579-403c-8177-dab5c054be951624100037422-HERENOW-Men-Shirts-6631624100036752-3.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/99be6ece-2b4f-4110-87de-9cf01b56d9b81624100037401-HERENOW-Men-Shirts-6631624100036752-5.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/374ca612-23c1-409d-8e90-843638431f761624100037412-HERENOW-Men-Shirts-6631624100036752-4.jpg,http://assets.myntassets.com/assets/images/14169596/2021/6/19/d9075891-09e8-4727-8b22-8e5afd5d520e1624100037392-HERENOW-Men-Shirts-6631624100036752-6.jpg",1045.728,10
14331520,Women,Roadster,Roadster Women Mauve Ribbed Pullover,Mauve,"Mauve ribbed pullover, has a V-neck, long sleeves, and a ribbed hem",100% Acrylic<br>Hand wash,Sweaters,Acrylic,,V-Neck,Ribbed,Pullover,Regular,India,,Hand Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/14331520/2021/8/4/f7dfd489-3fb3-4495-98b6-02c16cc3333d1628071409170-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14331520/2021/8/4/0d6cc298-8fe5-4dda-a9fd-a92e273286951628071409143-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-2.jpg,http://assets.myntassets.com/assets/images/14331520/2021/8/4/f7dfd489-3fb3-4495-98b6-02c16cc3333d1628071409170-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14331520/2021/8/4/0d6cc298-8fe5-4dda-a9fd-a92e273286951628071409143-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-2.jpg,http://assets.myntassets.com/assets/images/14331520/2021/8/4/f7dfd489-3fb3-4495-98b6-02c16cc3333d1628071409170-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-1.jpg,http://assets.myntassets.com/assets/images/14331520/2021/8/4/0d6cc298-8fe5-4dda-a9fd-a92e273286951628071409143-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-2.jpg,http://assets.myntassets.com/assets/images/14331520/2021/8/4/d839fc61-bcca-4b03-8e96-e51366347a841628071409134-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-3.jpg,http://assets.myntassets.com/assets/images/14331520/2021/8/4/05240aba-adac-451d-8602-a4792d517ce71628071409118-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-5.jpg,http://assets.myntassets.com/assets/images/14331520/2021/8/4/d78986b4-ac56-44e9-aceb-9e4d726c9fa21628071409126-Roadster-Women-Mauve-Ribbed-Pullover-1221628071408725-4.jpg",822.896,10
9731459,Women,DressBerry,DressBerry Women Black  Pink Colourblocked Sweatshirt,Black,"Black amp; pink colourblock sweatshirt, has round neck, one kangaroo pocket, straight hem","93% cotton, 7% polyesternbsp;<br>Machine-wash",Sweatshirts,Cotton,,Round Neck,Colourblocked,Pullover,Regular,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/9731459/2019/9/24/651e890d-9eb0-43bd-ab40-cb8779de47661569327946449-DressBerry-Women-Sweatshirts-9111569327944785-1.jpg,http://myntra.myntassets.com/assets/images/9731459/2019/9/24/1f3aec06-88ca-42fb-9bd9-d60ab01e17551569327946426-DressBerry-Women-Sweatshirts-9111569327944785-2.jpg,http://assets.myntassets.com/assets/images/9731459/2019/9/24/651e890d-9eb0-43bd-ab40-cb8779de47661569327946449-DressBerry-Women-Sweatshirts-9111569327944785-1.jpg,http://myntra.myntassets.com/assets/images/9731459/2019/9/24/1f3aec06-88ca-42fb-9bd9-d60ab01e17551569327946426-DressBerry-Women-Sweatshirts-9111569327944785-2.jpg,http://assets.myntassets.com/assets/images/9731459/2019/9/24/651e890d-9eb0-43bd-ab40-cb8779de47661569327946449-DressBerry-Women-Sweatshirts-9111569327944785-1.jpg,http://assets.myntassets.com/assets/images/9731459/2019/9/24/1f3aec06-88ca-42fb-9bd9-d60ab01e17551569327946426-DressBerry-Women-Sweatshirts-9111569327944785-2.jpg,http://assets.myntassets.com/assets/images/9731459/2019/9/24/6cb96b86-905e-4cba-9d2e-905179315d7b1569327946399-DressBerry-Women-Sweatshirts-9111569327944785-3.jpg,http://assets.myntassets.com/assets/images/9731459/2019/9/24/37fe766c-9f46-4d0c-ac59-a766c58e27a31569327946346-DressBerry-Women-Sweatshirts-9111569327944785-5.jpg,http://assets.myntassets.com/assets/images/9731459/2019/9/24/7effb71c-0f65-4c00-9f10-15e57b97e25e1569327946372-DressBerry-Women-Sweatshirts-9111569327944785-4.jpg",654.08,9
13725506,Men,Roadster,Roadster x Discovery Adventures Men Blue Cotton Graphic Anti Microbial Tshirt,Blue,"<ul><li>Roadster x Discovery Adventures Mens Blue Graphic T-shirt withnbsp;Anti Microbial Finish</li><li>Typography printed</li><li>Regular length</li><li>Round neck</li><li>Short, regular sleeves</li><li>Knitted cotton fabric</li></ul>",100% Cotton<br>Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13725506/2021/7/27/14f0872b-d44d-4684-b544-4ee3755059991627377292672-Roadster-Men-Tshirts-3951627377292134-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13725506/2021/7/27/258dd57f-7510-423c-b39d-39bbb0c5bd281627377292654-Roadster-Men-Tshirts-3951627377292134-2.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/14f0872b-d44d-4684-b544-4ee3755059991627377292672-Roadster-Men-Tshirts-3951627377292134-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13725506/2021/7/27/258dd57f-7510-423c-b39d-39bbb0c5bd281627377292654-Roadster-Men-Tshirts-3951627377292134-2.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/14f0872b-d44d-4684-b544-4ee3755059991627377292672-Roadster-Men-Tshirts-3951627377292134-1.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/258dd57f-7510-423c-b39d-39bbb0c5bd281627377292654-Roadster-Men-Tshirts-3951627377292134-2.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/ffd5c353-b7ec-47b0-9527-c84ab6eba7811627377292635-Roadster-Men-Tshirts-3951627377292134-3.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/020d5996-0faf-4c73-98d8-0b807dae47221627377292599-Roadster-Men-Tshirts-3951627377292134-5.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/76f9fa60-f964-4b55-9275-efc81dbbf05f1627383736401-Roadster-Men-Tshirts-2351627383736301-4.jpg,http://assets.myntassets.com/assets/images/13725506/2021/7/27/e1e3de21-234e-437a-a47a-05d07d8b9f651627377292580-Roadster-Men-Tshirts-3951627377292134-6.jpg,http://assets.myntassets.com/assets/images/13725506/2021/9/8/64c6d87c-2ae1-4067-827e-45b8a7a8a17b1631094900359-Roadster-x-Discovery-Adventures-Men-Blue-Cotton-Graphic-Anti-7.jpg",534.08,12
9445535,Men,HRX by Hrithik Roshan,HRX by Hrithik Roshan Men Black Running Solid Jacket,Black,The HRX Mens Running Jacket is warm and practical without compromising on style. The high neck protects you from the winter winds while the front open style makes this jacket versatile.<br><br><b>Features:</b><ul><li>Running Jacket for your daily workouts.</li><li>High neck protects your neck when you step outdoors.</li><li>Reflective logo print</li><li>Opening: Front Opennbsp;</li><li>Neck: High Neck</li><li>Sleeve: Full Sleeves</li><li>Print: Solid</li></ul>,Knit Jacket<br>Fabric: Check Dobby<br>Machine-wash,Jackets,Polyester,,,Solid,Sporty Jacket,Regular,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/9445535/2019/8/13/d2511c44-477d-4800-b18f-394d9e73ef901565691784796-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-1.jpg,http://myntra.myntassets.com/assets/images/9445535/2019/8/13/4e9a2e54-c206-4e96-8670-7eb09203bab91565691784778-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-2.jpg,http://assets.myntassets.com/assets/images/9445535/2019/8/13/d2511c44-477d-4800-b18f-394d9e73ef901565691784796-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-1.jpg,http://myntra.myntassets.com/assets/images/9445535/2019/8/13/4e9a2e54-c206-4e96-8670-7eb09203bab91565691784778-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-2.jpg,http://assets.myntassets.com/assets/images/9445535/2019/8/13/d2511c44-477d-4800-b18f-394d9e73ef901565691784796-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-1.jpg,http://assets.myntassets.com/assets/images/9445535/2019/8/13/4e9a2e54-c206-4e96-8670-7eb09203bab91565691784778-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-2.jpg,http://assets.myntassets.com/assets/images/9445535/2019/8/13/7ea2ef7e-4eeb-4808-9cb5-ec94c38540a01565691784762-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-3.jpg,http://assets.myntassets.com/assets/images/9445535/2019/8/13/d0bf6d02-fbff-4e36-9255-a1f9db0d5dc81565691784731-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-5.jpg,http://assets.myntassets.com/assets/images/9445535/2019/8/13/dd4e1abe-a547-453f-9de1-659b3ab509ad1565691784745-HRX-by-Hrithik-Roshan-Men-Jackets-5271565691783720-4.jpg",1241.3120000000001,6
11952108,Women,DressBerry,DressBerry Women Pink Striped Detail Pullover Sweater,Pink,"Pink and Black striped detail pullover sweater, has a high neck, long sleeves, and straight hem",Material: Acrylic<br>  Machine Wash,Sweaters,Acrylic,,Turtle Neck,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/11952108/2020/11/4/bb3f7633-d6be-4e72-ab3b-42a2e1a34bc81604470054596-DressBerry-Women-Sweaters-2071604470052797-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11952108/2020/11/4/0add94e6-9598-436b-8042-2b7bde6966e01604470054548-DressBerry-Women-Sweaters-2071604470052797-2.jpg,http://assets.myntassets.com/assets/images/11952108/2020/11/4/bb3f7633-d6be-4e72-ab3b-42a2e1a34bc81604470054596-DressBerry-Women-Sweaters-2071604470052797-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11952108/2020/11/4/0add94e6-9598-436b-8042-2b7bde6966e01604470054548-DressBerry-Women-Sweaters-2071604470052797-2.jpg,http://assets.myntassets.com/assets/images/11952108/2020/11/4/bb3f7633-d6be-4e72-ab3b-42a2e1a34bc81604470054596-DressBerry-Women-Sweaters-2071604470052797-1.jpg,http://assets.myntassets.com/assets/images/11952108/2020/11/4/0add94e6-9598-436b-8042-2b7bde6966e01604470054548-DressBerry-Women-Sweaters-2071604470052797-2.jpg,http://assets.myntassets.com/assets/images/11952108/2020/11/4/c6278fe4-1098-4c34-bfba-62831fef68b21604470054496-DressBerry-Women-Sweaters-2071604470052797-3.jpg,http://assets.myntassets.com/assets/images/11952108/2020/11/4/3cdcb133-f14a-4fc2-864e-2f784a8e07a31604470054385-DressBerry-Women-Sweaters-2071604470052797-5.jpg,http://assets.myntassets.com/assets/images/11952108/2020/11/4/a209de4e-3a5d-44f3-8577-7d0eb647a1e31604470054442-DressBerry-Women-Sweaters-2071604470052797-4.jpg",950.0160000000001,10
13692908,Men,HRX by Hrithik Roshan,HRX By Hrithik Roshan Men Optic White Solid Bio-Wash Cricket Tshirt,White,"Sweep for victory with the HRX Mens Cricket T-shirt. Cut from bio washed cotton, its soft, breathable and easy to move in.<br><br><b>Features</b><ul><li>Cricket T-shirt</li><li>Bio washed cotton feels soft against the skin.</li><li>Design: Solid</li><li>Colour: Optic White</li><li>Fit: Regular Fit</li></ul>",Knit T-Shirt<br>Fabric: 100% Compact Cotton Single Jersey<br>Machine Wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13692908/2021/7/16/51f72fc7-b7a7-438e-9415-ec1d2e0b1fec1626432267681-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13692908/2021/7/16/2a678dbc-e937-414a-b6f7-716f041438931626432267662-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-2.jpg,http://assets.myntassets.com/assets/images/13692908/2021/7/16/51f72fc7-b7a7-438e-9415-ec1d2e0b1fec1626432267681-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13692908/2021/7/16/2a678dbc-e937-414a-b6f7-716f041438931626432267662-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-2.jpg,http://assets.myntassets.com/assets/images/13692908/2021/7/16/51f72fc7-b7a7-438e-9415-ec1d2e0b1fec1626432267681-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-1.jpg,http://assets.myntassets.com/assets/images/13692908/2021/7/16/2a678dbc-e937-414a-b6f7-716f041438931626432267662-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-2.jpg,http://assets.myntassets.com/assets/images/13692908/2021/7/16/ec2f6f85-5750-420b-b5cb-4fb90ed8f3e01626432267643-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-3.jpg,http://assets.myntassets.com/assets/images/13692908/2021/7/16/b9f77680-305c-4c14-b10a-6829848d02831626432669981-HRX-by-Hrithik-Roshan-Men-Tshirts-4911626432669915-5.jpg,http://assets.myntassets.com/assets/images/13692908/2021/7/16/fdece33c-803f-4817-9f19-6fea629e18641626432267623-HRX-by-Hrithik-Roshan-Men-Tshirts-7231626432267161-4.jpg",576.976,11
11951928,Women,DressBerry,DressBerry Women Burgundy Shimmer Detail Pullover Sweater,Burgundy,"Burgundy shimmer detail pullover sweater, has a turtle neck, long sleeves, and ribbed hem",Material: Acrylic<br>  Machine Wash,Sweaters,Acrylic,,Turtle Neck,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/11951928/2020/11/4/3cf5fa34-351d-4e94-97ff-ee12aed1b1a51604473248827-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11951928/2020/11/4/7e916718-20d5-42f6-807d-f9808d0aec511604473248753-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-2.jpg,http://assets.myntassets.com/assets/images/11951928/2020/11/4/3cf5fa34-351d-4e94-97ff-ee12aed1b1a51604473248827-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11951928/2020/11/4/7e916718-20d5-42f6-807d-f9808d0aec511604473248753-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-2.jpg,http://assets.myntassets.com/assets/images/11951928/2020/11/4/3cf5fa34-351d-4e94-97ff-ee12aed1b1a51604473248827-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-1.jpg,http://assets.myntassets.com/assets/images/11951928/2020/11/4/7e916718-20d5-42f6-807d-f9808d0aec511604473248753-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-2.jpg,http://assets.myntassets.com/assets/images/11951928/2020/11/4/12912b4c-633e-4f69-82bc-801e0147ac291604473248695-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-3.jpg,http://assets.myntassets.com/assets/images/11951928/2020/11/4/899a6933-d26a-4bd5-86a0-cd40494c00ca1604473248571-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-5.jpg,http://assets.myntassets.com/assets/images/11951928/2020/11/4/b2997c4f-89ff-45a1-8740-02ee9f4aa54c1604473248640-DressBerry-Women-Burgundy-Shimmer-Detail-Pullover-Sweater-64-4.jpg",947.264,10
14012456,Men,Mast & Harbour,Mast  Harbour Men Blue Slim Fit Light Fade Stretchable Jeans,Blue,"<ul> <li> Medium light fade blue jeans </li> <li> Slim fit,  mid-rise </li> <li> Clean look </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>","98% cotton, 2% elastane<br>Machine wash",Jeans,Cotton,Slim Fit,,,,Regular,India,Mid-Rise,Machine Wash,,"https://azmyntra.myntassets.com/dam-assets/assets/images/14012456/2021/6/18/30175fd9-a926-4766-88f2-105b9b52725d1624009653116-Mast--Harbour-Men-Jeans-5651624009652350-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14012456/2021/6/18/94ff30c8-7c63-459e-94aa-b42f2f3eb8a21624009653108-Mast--Harbour-Men-Jeans-5651624009652350-2.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/30175fd9-a926-4766-88f2-105b9b52725d1624009653116-Mast--Harbour-Men-Jeans-5651624009652350-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14012456/2021/6/18/94ff30c8-7c63-459e-94aa-b42f2f3eb8a21624009653108-Mast--Harbour-Men-Jeans-5651624009652350-2.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/30175fd9-a926-4766-88f2-105b9b52725d1624009653116-Mast--Harbour-Men-Jeans-5651624009652350-1.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/94ff30c8-7c63-459e-94aa-b42f2f3eb8a21624009653108-Mast--Harbour-Men-Jeans-5651624009652350-2.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/65ae1304-a32f-4e8b-a7c8-edf01bc2e30d1624009653099-Mast--Harbour-Men-Jeans-5651624009652350-3.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/eef37d56-c150-41c4-b194-49f3026b18d91624009653082-Mast--Harbour-Men-Jeans-5651624009652350-5.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/210bb9b7-55ab-420c-bb9b-3418e5c8170e1624009653091-Mast--Harbour-Men-Jeans-5651624009652350-4.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/3a626a8c-6d85-4fd3-9eb5-5a034bbdcac01624009653073-Mast--Harbour-Men-Jeans-5651624009652350-6.jpg,http://assets.myntassets.com/assets/images/14012456/2021/6/18/80ac0955-1b42-4fc4-8e5a-22e99406460e1624009653064-Mast--Harbour-Men-Jeans-5651624009652350-7.jpg",1104.1760000000002,14
