style_id,gender,brand,style_name,color,description,material_&_care,article_type,fabric,fit,neck,pattern,type,length,country_of_origin,waist_rise,wash_care,sleeve_length,image,price,quantity
9445755,Men,HRX by Hrithik Roshan,HRX by Hrithik Roshan Men Black Lifestyle Hooded Solid Sweatshirt,Black,"Stay fashionable and comfortable with the HRX Mens Athleisure Sweatshirt. Designed to keep you warm and cozy even on the coldest days, this sweatshirt shows off your active lifestyle even when youre outside the gym.<br><br><b>Features</b><ul><li>Athleisure sweatshirt for casual wear</li><li>Insulated filling helps maintain body temperature even in very cold temperatures</li><li>Adjustable hood protects your ears and neck when you step outdoors</li><li>Reflective logo print</li><li>Opening: Front Open</li><li>Neck: Hooded</li><li>Sleeve: Full Sleeves</li><li>Print: Solid</li></ul>",100% cotton<br>Machine-wash,Sweatshirts,Cotton,,Hood,Solid,Front-Open,Regular,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/9445755/2019/11/4/2fd301bd-466e-4386-8bf6-f41e9268c60e1572866589165-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-1.jpg,http://myntra.myntassets.com/assets/images/9445755/2019/11/4/897f1d53-afea-48d7-bbbd-1c996b41c9de1572866589099-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-2.jpg,http://assets.myntassets.com/assets/images/9445755/2019/11/4/2fd301bd-466e-4386-8bf6-f41e9268c60e1572866589165-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-1.jpg,http://myntra.myntassets.com/assets/images/9445755/2019/11/4/897f1d53-afea-48d7-bbbd-1c996b41c9de1572866589099-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-2.jpg,http://assets.myntassets.com/assets/images/9445755/2019/11/4/2fd301bd-466e-4386-8bf6-f41e9268c60e1572866589165-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-1.jpg,http://assets.myntassets.com/assets/images/9445755/2019/11/4/897f1d53-afea-48d7-bbbd-1c996b41c9de1572866589099-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-2.jpg,http://assets.myntassets.com/assets/images/9445755/2019/11/4/9f19084a-d360-4cfd-91b3-add0bb3f18d91572866589040-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-3.jpg,http://assets.myntassets.com/assets/images/9445755/2019/11/4/be725fdb-332a-4084-ad51-a51e6de329821572866588943-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-5.jpg,http://assets.myntassets.com/assets/images/9445755/2019/11/4/730abfb7-c01f-4c7c-9414-0dff7c1d76461572866588994-HRX-by-Hrithik-Roshan-Men-Black-Lifestyle-Hooded-Solid-Sweat-4.jpg",1383.968,8
13621124,Men,Roadster,Roadster Men White Typography Printed T-shirt,White,"<ul> <li> White Tshirt for men </li> <li> Typography printed </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted cotton fabric </li> </ul>",100% Cotton<br>Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13621124/2021/7/23/fa101ba2-db66-47cd-a97e-70ac205743c11627039756623-Roadster-Men-Tshirts-9741627039756068-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13621124/2021/7/23/8f3edb42-eae4-4094-bc67-692eb39eb9a51627039756615-Roadster-Men-Tshirts-9741627039756068-2.jpg,http://assets.myntassets.com/assets/images/13621124/2021/7/23/fa101ba2-db66-47cd-a97e-70ac205743c11627039756623-Roadster-Men-Tshirts-9741627039756068-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13621124/2021/7/23/8f3edb42-eae4-4094-bc67-692eb39eb9a51627039756615-Roadster-Men-Tshirts-9741627039756068-2.jpg,http://assets.myntassets.com/assets/images/13621124/2021/7/23/fa101ba2-db66-47cd-a97e-70ac205743c11627039756623-Roadster-Men-Tshirts-9741627039756068-1.jpg,http://assets.myntassets.com/assets/images/13621124/2021/7/23/8f3edb42-eae4-4094-bc67-692eb39eb9a51627039756615-Roadster-Men-Tshirts-9741627039756068-2.jpg,http://assets.myntassets.com/assets/images/13621124/2021/7/23/5f227557-4e37-4fbe-bb84-f3aac65835771627039756606-Roadster-Men-Tshirts-9741627039756068-3.jpg,http://assets.myntassets.com/assets/images/13621124/2021/7/23/c8faaa1a-d824-4cae-9747-508c87af07631627039756590-Roadster-Men-Tshirts-9741627039756068-5.jpg,http://assets.myntassets.com/assets/images/13621124/2021/7/23/9cd74f8b-1327-4277-96b2-5c0f0174dfae1627039756598-Roadster-Men-Tshirts-9741627039756068-4.jpg",497.312,11
11955814,Men,Roadster,Roadster Men Navy Blue Solid Sweatshirt,Navy Blue,"Navy blue solid sweatshirt, has a round neck, two pockets, long sleeves, straight hem","Material: 60% cotton, 40% polyester<br>Machine Wash",Sweatshirts,Cotton,,Round Neck,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/11955814/2020/10/14/78722e3e-c83b-4786-9596-0ffb8e140b441602652839577-Roadster-Men-Sweatshirts-8351602652838109-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11955814/2020/10/14/d5f38767-6693-402e-b6b3-505183e373b61602655440183-Roadster-Men-Sweatshirts-7841602655439909-2.jpg,http://assets.myntassets.com/assets/images/11955814/2020/10/14/78722e3e-c83b-4786-9596-0ffb8e140b441602652839577-Roadster-Men-Sweatshirts-8351602652838109-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11955814/2020/10/14/d5f38767-6693-402e-b6b3-505183e373b61602655440183-Roadster-Men-Sweatshirts-7841602655439909-2.jpg,http://assets.myntassets.com/assets/images/11955814/2020/10/14/78722e3e-c83b-4786-9596-0ffb8e140b441602652839577-Roadster-Men-Sweatshirts-8351602652838109-1.jpg,http://assets.myntassets.com/assets/images/11955814/2020/10/14/d5f38767-6693-402e-b6b3-505183e373b61602655440183-Roadster-Men-Sweatshirts-7841602655439909-2.jpg,http://assets.myntassets.com/assets/images/11955814/2020/10/14/2efaca64-a941-4ef6-8b87-c915546446201602652839487-Roadster-Men-Sweatshirts-8351602652838109-3.jpg,http://assets.myntassets.com/assets/images/11955814/2020/10/14/de187e1f-f9a9-44bb-8f0b-50da494f7acd1602652839380-Roadster-Men-Sweatshirts-8351602652838109-5.jpg,http://assets.myntassets.com/assets/images/11955814/2020/10/14/a29fddad-7102-4396-b8f9-231ac5dd106b1602652839435-Roadster-Men-Sweatshirts-8351602652838109-4.jpg",880.1120000000001,8
14286418,Men,HERE&NOW,HERENOW Men Beige Printed Detailed Hooded Sweatshirt,Beige,"Beige solid sweatshirt has a hooded, 1 kangaroo pocket, long sleeves, straight hem",60% cotton 40% polyester<br>Machine wash,Sweatshirts,Cotton,,Hood,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/14286418/2021/8/17/43b9fe0b-7451-4314-85fc-3d1ab36e2faf1629200302064SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14286418/2021/8/17/f460277f-6363-4b09-a11f-27719c01c9bb1629200302072SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW2.jpg,http://assets.myntassets.com/assets/images/14286418/2021/8/17/43b9fe0b-7451-4314-85fc-3d1ab36e2faf1629200302064SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14286418/2021/8/17/f460277f-6363-4b09-a11f-27719c01c9bb1629200302072SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW2.jpg,http://assets.myntassets.com/assets/images/14286418/2021/8/17/43b9fe0b-7451-4314-85fc-3d1ab36e2faf1629200302064SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW1.jpg,http://assets.myntassets.com/assets/images/14286418/2021/8/17/f460277f-6363-4b09-a11f-27719c01c9bb1629200302072SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW2.jpg,http://assets.myntassets.com/assets/images/14286418/2021/8/17/e348137a-1bf1-460b-aaa6-35a5f4c201e81629200302083SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW3.jpg,http://assets.myntassets.com/assets/images/14286418/2021/8/17/831adc6d-bd6d-472b-9258-cf5fe7f9a7db1629200302100SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW5.jpg,http://assets.myntassets.com/assets/images/14286418/2021/8/17/f8405070-bf88-41c9-9893-0792bae1cfac1629200302091SweatshirtsHERENOWMenSweatshirtsHERENOWMenSweatshirtsHERENOW4.jpg",1141.808,9
12920356,Men,Roadster,Roadster Men Blue  Grey Checked Casual Shirt,Blue,"Blue other checks checked opaque Casual shirt ,has a spread collar,  button placket,  1 patch pocket, long roll-up sleeves,  curved hem",100% Cottonnbsp;<br>Machine wash,Shirts,Cotton,Regular Fit,,Checked,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/12920356/2021/6/29/4e2c092f-4e80-4268-99b5-642015ed5a301624959773045-Roadster-Men-Shirts-7091624959772469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12920356/2021/6/29/58d013ce-373d-4eee-ab29-3a382ca402661624959773038-Roadster-Men-Shirts-7091624959772469-2.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/4e2c092f-4e80-4268-99b5-642015ed5a301624959773045-Roadster-Men-Shirts-7091624959772469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12920356/2021/6/29/58d013ce-373d-4eee-ab29-3a382ca402661624959773038-Roadster-Men-Shirts-7091624959772469-2.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/4e2c092f-4e80-4268-99b5-642015ed5a301624959773045-Roadster-Men-Shirts-7091624959772469-1.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/58d013ce-373d-4eee-ab29-3a382ca402661624959773038-Roadster-Men-Shirts-7091624959772469-2.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/d2f2f1ba-1845-4133-b89e-e99f68a3e0b51624959773031-Roadster-Men-Shirts-7091624959772469-3.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/7aec794f-facc-4186-90b0-a3eed00a5a051624959773014-Roadster-Men-Shirts-7091624959772469-5.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/e5ac4f6f-94dd-4dd6-a5b6-4a02d7b5f2ce1624959773022-Roadster-Men-Shirts-7091624959772469-4.jpg,http://assets.myntassets.com/assets/images/12920356/2021/6/29/570fea6b-b339-4748-b449-d23845bd6f161624959773006-Roadster-Men-Shirts-7091624959772469-6.jpg",883.84,10
11957242,Men,Roadster,Roadster Men Blue Printed Hooded Sweatshirt,Blue,"Blue printed sweatshirt, has a hood, 2 insert pockets, long sleeves, and a ribbed hem","60% cotton, 40% polyester<br>Machine wash",Sweatshirts,Cotton,,Hood,Printed,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/11957242/2021/8/6/6ba1eca2-be87-4d27-bcb4-62c6b2bcdeda1628221455114-Roadster-Men-Sweatshirts-881628221454604-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11957242/2021/8/6/d7b38246-3233-49a9-9672-3129dc8f5ab31628221455094-Roadster-Men-Sweatshirts-881628221454604-2.jpg,http://assets.myntassets.com/assets/images/11957242/2021/8/6/6ba1eca2-be87-4d27-bcb4-62c6b2bcdeda1628221455114-Roadster-Men-Sweatshirts-881628221454604-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11957242/2021/8/6/d7b38246-3233-49a9-9672-3129dc8f5ab31628221455094-Roadster-Men-Sweatshirts-881628221454604-2.jpg,http://assets.myntassets.com/assets/images/11957242/2021/8/6/6ba1eca2-be87-4d27-bcb4-62c6b2bcdeda1628221455114-Roadster-Men-Sweatshirts-881628221454604-1.jpg,http://assets.myntassets.com/assets/images/11957242/2021/8/6/d7b38246-3233-49a9-9672-3129dc8f5ab31628221455094-Roadster-Men-Sweatshirts-881628221454604-2.jpg,http://assets.myntassets.com/assets/images/11957242/2021/8/6/e71e08e5-9e65-4505-a656-0ea1d67e2e071628221455074-Roadster-Men-Sweatshirts-881628221454604-3.jpg,http://assets.myntassets.com/assets/images/11957242/2021/8/6/59459a05-1806-4811-b24f-7466d25e81601628221455032-Roadster-Men-Sweatshirts-881628221454604-5.jpg,http://assets.myntassets.com/assets/images/11957242/2021/8/6/c89677fb-6491-4aec-9a9d-d8ad65a4030f1628221455053-Roadster-Men-Sweatshirts-881628221454604-4.jpg",822.88,10
9478071,Women,Roadster,Roadster Women Red Solid Hooded Sweatshirt,Red,"Red solid sweatshirt, has a hood, one pocket, long sleeves, zip closure, straight hem",Cotton<br>Machine-wash,Sweatshirts,Cotton,,Hood,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/9478071/2019/9/23/9b781820-fd85-4a9c-9ef8-1f7819eb3b921569216559360-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-1.jpg,http://myntra.myntassets.com/assets/images/9478071/2019/9/23/4df6f669-85cb-48e4-b0a0-45c609cd78541569216559333-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-2.jpg,http://assets.myntassets.com/assets/images/9478071/2019/9/23/9b781820-fd85-4a9c-9ef8-1f7819eb3b921569216559360-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-1.jpg,http://myntra.myntassets.com/assets/images/9478071/2019/9/23/4df6f669-85cb-48e4-b0a0-45c609cd78541569216559333-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-2.jpg,http://assets.myntassets.com/assets/images/9478071/2019/9/23/9b781820-fd85-4a9c-9ef8-1f7819eb3b921569216559360-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-1.jpg,http://assets.myntassets.com/assets/images/9478071/2019/9/23/4df6f669-85cb-48e4-b0a0-45c609cd78541569216559333-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-2.jpg,http://assets.myntassets.com/assets/images/9478071/2019/9/23/2587013f-2c92-411b-93b6-c46dc5059cc81569216559306-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-3.jpg,http://assets.myntassets.com/assets/images/9478071/2019/9/23/920a284e-acf3-43b1-b3ac-49f42324112b1569216559258-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-5.jpg,http://assets.myntassets.com/assets/images/9478071/2019/9/23/ed2a1fa5-6519-4491-95a5-49898e92e4de1569216559282-Roadster-Women-Red-Solid-Hooded-Sweatshirt-5121569216557897-4.jpg",1077.3120000000001,10
13725496,Men,Roadster,Roadster Men Fast and Furious Coffee Printed Graphic T-shirt,Brown,"ROADSTER X FAST amp; FURIOUS Brown and black Tshirt is featured with<ul><li>Brand logo printed</li><li>Regular length</li><li>Round neck</li><li>Short, regular sleeves</li><li>Knitted cotton fabric</li></ul>",100% Cotton<br>Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13725496/2021/7/5/e5c39419-fe96-4722-afed-29673569c0c21625484275678-Roadster-Men-Tshirts-7561625484275231-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13725496/2021/7/5/594f5b97-0fa7-40d1-b8e0-110c0ede1eb61625484275658-Roadster-Men-Tshirts-7561625484275231-2.jpg,http://assets.myntassets.com/assets/images/13725496/2021/7/5/e5c39419-fe96-4722-afed-29673569c0c21625484275678-Roadster-Men-Tshirts-7561625484275231-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13725496/2021/7/5/594f5b97-0fa7-40d1-b8e0-110c0ede1eb61625484275658-Roadster-Men-Tshirts-7561625484275231-2.jpg,http://assets.myntassets.com/assets/images/13725496/2021/7/5/e5c39419-fe96-4722-afed-29673569c0c21625484275678-Roadster-Men-Tshirts-7561625484275231-1.jpg,http://assets.myntassets.com/assets/images/13725496/2021/7/5/594f5b97-0fa7-40d1-b8e0-110c0ede1eb61625484275658-Roadster-Men-Tshirts-7561625484275231-2.jpg,http://assets.myntassets.com/assets/images/13725496/2021/7/5/fc872118-a825-403e-8cbf-1b16b5fd40e31625484275638-Roadster-Men-Tshirts-7561625484275231-3.jpg,http://assets.myntassets.com/assets/images/13725496/2021/7/5/ec4bb97f-f0bf-4509-b61e-a94b7e5b32821625484275598-Roadster-Men-Tshirts-7561625484275231-5.jpg,http://assets.myntassets.com/assets/images/13725496/2021/7/5/93c77872-55a7-47b3-b714-a52a23760e251625484275619-Roadster-Men-Tshirts-7561625484275231-4.jpg",482.17600000000004,12
12817140,Men,HERE&NOW,HERENOW Men Black Solid Sweatshirt,Black,"Black solid sweatshirt, has a round neck,  straight hem",Material: 100% Cotton<br>Machine Wash,Sweatshirts,Cotton,,Round Neck,Solid,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/12817140/2020/11/19/a9e6d912-cabe-46ee-b8f2-3749d192e5371605772346820ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12817140/2020/11/19/28bf06d6-6e05-4f63-8c1f-814821002f871605772346902ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE2.jpg,http://assets.myntassets.com/assets/images/12817140/2020/11/19/a9e6d912-cabe-46ee-b8f2-3749d192e5371605772346820ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/12817140/2020/11/19/28bf06d6-6e05-4f63-8c1f-814821002f871605772346902ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE2.jpg,http://assets.myntassets.com/assets/images/12817140/2020/11/19/a9e6d912-cabe-46ee-b8f2-3749d192e5371605772346820ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE1.jpg,http://assets.myntassets.com/assets/images/12817140/2020/11/19/28bf06d6-6e05-4f63-8c1f-814821002f871605772346902ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE2.jpg,http://assets.myntassets.com/assets/images/12817140/2020/11/19/c25e1f91-b0c2-4c66-b903-fa6e381ecf521605772346965ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE3.jpg,http://assets.myntassets.com/assets/images/12817140/2020/11/19/19167e7e-2712-4029-98f3-fd31b914be061605772347112ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE5.jpg,http://assets.myntassets.com/assets/images/12817140/2020/11/19/52efd0a4-0489-46bb-a1b5-306edec9789f1605772347035ConverseMensBlackTshirtsSweatshirtsHERENOWMenSweatshirtsHERE4.jpg",727.9200000000001,10
13663586,Men,Roadster,Roadster Men Black  Khaki Printed Casual Shirt,Black,"Black and khaki geometric printed opaque Casual shirt ,has a spread collar, button placket, long roll-up sleeves, curved hem",100% cotton<br>Machine wash,Shirts,Cotton,Regular Fit,,Printed,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13663586/2021/7/28/15152c51-6bf0-4072-b607-d290aa0c31b31627453418571-Roadster-Men-Shirts-8251627453417823-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13663586/2021/7/28/37acdd73-1a84-4466-8b60-6c208831cea31627453418559-Roadster-Men-Shirts-8251627453417823-2.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/15152c51-6bf0-4072-b607-d290aa0c31b31627453418571-Roadster-Men-Shirts-8251627453417823-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13663586/2021/7/28/37acdd73-1a84-4466-8b60-6c208831cea31627453418559-Roadster-Men-Shirts-8251627453417823-2.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/15152c51-6bf0-4072-b607-d290aa0c31b31627453418571-Roadster-Men-Shirts-8251627453417823-1.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/37acdd73-1a84-4466-8b60-6c208831cea31627453418559-Roadster-Men-Shirts-8251627453417823-2.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/01dbfb52-df5e-4e54-940f-a9c049bfd2581627453418547-Roadster-Men-Shirts-8251627453417823-3.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/65d21682-f28b-4deb-affa-182729b030721627453418524-Roadster-Men-Shirts-8251627453417823-5.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/fa5cba14-21eb-4178-8a2d-6836a96015831627453418536-Roadster-Men-Shirts-8251627453417823-4.jpg,http://assets.myntassets.com/assets/images/13663586/2021/7/28/45e63321-3f33-4c40-afb4-d2c2511238721627453418511-Roadster-Men-Shirts-8251627453417823-6.jpg",859.7280000000001,9
13623848,Men,Roadster,Roadster Men Blue  Black Pure Cotton Striped T-shirt,Blue,"<ul> <li> Blue and black Tshirt for men </li> <li> Striped </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted cotton fabric </li> </ul>",Cotton <br> Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Striped,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13623848/2021/7/13/f250d3a8-e147-4e7e-85e5-58c2d2148e7f1626170272423-Roadster-Men-Tshirts-2031626170272187-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13623848/2021/7/13/375c7633-b806-4963-97cc-19338c92e41b1626170272416-Roadster-Men-Tshirts-2031626170272187-2.jpg,http://assets.myntassets.com/assets/images/13623848/2021/7/13/f250d3a8-e147-4e7e-85e5-58c2d2148e7f1626170272423-Roadster-Men-Tshirts-2031626170272187-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13623848/2021/7/13/375c7633-b806-4963-97cc-19338c92e41b1626170272416-Roadster-Men-Tshirts-2031626170272187-2.jpg,http://assets.myntassets.com/assets/images/13623848/2021/7/13/f250d3a8-e147-4e7e-85e5-58c2d2148e7f1626170272423-Roadster-Men-Tshirts-2031626170272187-1.jpg,http://assets.myntassets.com/assets/images/13623848/2021/7/13/375c7633-b806-4963-97cc-19338c92e41b1626170272416-Roadster-Men-Tshirts-2031626170272187-2.jpg,http://assets.myntassets.com/assets/images/13623848/2021/7/13/fd601e82-7a73-40d7-bae5-f86550bddb7a1626170272410-Roadster-Men-Tshirts-2031626170272187-3.jpg,http://assets.myntassets.com/assets/images/13623848/2021/7/13/e48b89f3-80c6-4554-98e4-1a4f95d5c54f1626170272396-Roadster-Men-Tshirts-2031626170272187-5.jpg,http://assets.myntassets.com/assets/images/13623848/2021/7/13/cf95641f-6a29-467b-80d4-c5c08bc259081626170272403-Roadster-Men-Tshirts-2031626170272187-4.jpg",543.104,12
13621254,Men,Roadster,Roadster Men Rust Orange  White Striped T-shirt,Rust,"<ul><li>Rust orange and white Tshirt for men</li><li>Striped</li><li>Regular length</li><li>Round neck</li><li>Short, regular sleeves</li><li>Knitted cotton fabric</li></ul>",Cotton <br> Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Striped,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13621254/2021/7/26/75c56001-5d58-4291-abf8-4d7c50a8a2a01627299449114-Roadster-Men-Tshirts-1891627299448309-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13621254/2021/7/26/f050cd18-0780-4c5e-9d05-3b91605a40c11627299449106-Roadster-Men-Tshirts-1891627299448309-2.jpg,http://assets.myntassets.com/assets/images/13621254/2021/7/26/75c56001-5d58-4291-abf8-4d7c50a8a2a01627299449114-Roadster-Men-Tshirts-1891627299448309-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13621254/2021/7/26/f050cd18-0780-4c5e-9d05-3b91605a40c11627299449106-Roadster-Men-Tshirts-1891627299448309-2.jpg,http://assets.myntassets.com/assets/images/13621254/2021/7/26/75c56001-5d58-4291-abf8-4d7c50a8a2a01627299449114-Roadster-Men-Tshirts-1891627299448309-1.jpg,http://assets.myntassets.com/assets/images/13621254/2021/7/26/f050cd18-0780-4c5e-9d05-3b91605a40c11627299449106-Roadster-Men-Tshirts-1891627299448309-2.jpg,http://assets.myntassets.com/assets/images/13621254/2021/7/26/01b9a406-1cec-449e-80ee-3c7a3ac009891627299449097-Roadster-Men-Tshirts-1891627299448309-3.jpg,http://assets.myntassets.com/assets/images/13621254/2021/7/26/ca536cdf-8d96-444d-a3b2-8a82cad98fbd1627299449079-Roadster-Men-Tshirts-1891627299448309-5.jpg,http://assets.myntassets.com/assets/images/13621254/2021/7/26/6014bade-8231-40ec-bef7-bf6a055a93521627299449089-Roadster-Men-Tshirts-1891627299448309-4.jpg",540.848,11
13622062,Men,Roadster,Roadster Men Olive Green  White Brand Logo Printed T-shirt,Olive,"<ul><li>Olive green and white Tshirt for men</li><li>Brand logo printed</li><li>Regular length</li><li>Round neck</li><li>Long, regular sleeves</li><li>Knitted cotton fabric</li></ul>",100% Cotton<br>Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13622062/2021/6/18/dd9972eb-4f15-4911-b61a-b2905d6167a91623990067186-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13622062/2021/6/18/5ccf1eb0-b570-4e05-9c5f-c8041ab28a2e1623990067166-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-2.jpg,http://assets.myntassets.com/assets/images/13622062/2021/6/18/dd9972eb-4f15-4911-b61a-b2905d6167a91623990067186-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13622062/2021/6/18/5ccf1eb0-b570-4e05-9c5f-c8041ab28a2e1623990067166-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-2.jpg,http://assets.myntassets.com/assets/images/13622062/2021/6/18/dd9972eb-4f15-4911-b61a-b2905d6167a91623990067186-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-1.jpg,http://assets.myntassets.com/assets/images/13622062/2021/6/18/5ccf1eb0-b570-4e05-9c5f-c8041ab28a2e1623990067166-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-2.jpg,http://assets.myntassets.com/assets/images/13622062/2021/6/18/f7a3f9d4-ea0c-4bf3-b4a8-d6cd6067b1221623990067146-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-3.jpg,http://assets.myntassets.com/assets/images/13622062/2021/6/18/ae1a47ef-1c6c-4fdc-9056-d56392fa4d511623990067106-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-5.jpg,http://assets.myntassets.com/assets/images/13622062/2021/6/18/1794ba21-cd3d-489a-acb7-7a2925a646e91623990067127-Roadster-Men-Olive-Green--White-Brand-Logo-Printed-T-shirt-9-4.jpg",556.5600000000001,12
